   6.00000  10.17906  10.17906  10.17906  10.17906  10.17906
   6.08000  10.19234  10.19234  10.19234  10.19234  10.19234
   6.16000  10.20576  10.20576  10.20576  10.20576  10.20576
   6.24000  10.21864  10.21864  10.21864  10.21864  10.21864
   6.32000  10.23205  10.23205  10.23205  10.23205  10.23205
   6.40000  10.24605  10.24605  10.24605  10.24605  10.24605
   6.48000  10.26044  10.26044  10.26044  10.26044  10.26044
   6.56000  10.27469  10.27469  10.27469  10.27469  10.27469
   6.64000  10.28961  10.28961  10.28961  10.28961  10.28961
   6.72000  10.30526  10.30526  10.30526  10.30526  10.30526
   6.80000  10.32255  10.32255  10.32255  10.32255  10.32255
   6.88000  10.34146  10.34146  10.34146  10.34146  10.34146
   6.96000  10.36143  10.36143  10.36143  10.36143  10.36143
   7.04000  10.38035  10.38035  10.38035  10.38035  10.38035
   7.12000  10.39944  10.39944  10.39944  10.39944  10.39944
   7.20000  10.41975  10.41975  10.41975  10.41975  10.41975
   7.28000  10.44324  10.44324  10.44324  10.44324  10.44324
   7.36000  10.46869  10.46869  10.46869  10.46869  10.46869
   7.44000  10.49417  10.49417  10.49417  10.49417  10.49417
   7.52000  10.52065  10.52065  10.52065  10.52065  10.52065
   7.60000  10.54825  10.54825  10.54825  10.54825  10.54825
   7.68000  10.57741  10.57741  10.57741  10.57741  10.57741
   7.76000  10.60985  10.60985  10.60985  10.60985  10.60985
   7.84000  10.64579  10.64579  10.64579  10.64579  10.64579
   7.92000  10.67885  10.67885  10.67885  10.67885  10.67885
   8.00000  10.71010  10.71010  10.71010  10.71010  10.71010
   8.08000  10.74090  10.74090  10.74090  10.74090  10.74090
   8.16000  10.77100  10.77100  10.77100  10.77100  10.77100
   8.24000  10.79532  10.79532  10.79532  10.79532  10.79532
   8.32000  10.82344  10.82344  10.82344  10.82344  10.82344
   8.40000  10.85197  10.85197  10.85197  10.85197  10.85197
   8.48000  10.88266  10.88266  10.88266  10.88266  10.88266
   8.56000  10.91782  10.91782  10.91782  10.91782  10.91782
   8.64000  10.95638  10.95638  10.95638  10.95638  10.95638
   8.72000  10.99795  10.99795  10.99795  10.99795  10.99795
   8.80000  11.04212  11.04212  11.04212  11.04212  11.04212
   8.88000  11.08747  11.08747  11.08747  11.08747  11.08747
   8.96000  11.13285  11.13285  11.13285  11.13285  11.13285
   9.04000  11.17759  11.17759  11.17759  11.17759  11.17759
   9.12000  11.22383  11.22383  11.22383  11.22383  11.22383
   9.20000  11.27226  11.27226  11.27226  11.27226  11.27226
   9.28000  11.32222  11.32222  11.32222  11.32222  11.32222
   9.36000  11.37344  11.37344  11.37344  11.37344  11.37344
   9.44000  11.42908  11.42908  11.42908  11.42908  11.42908
   9.52000  11.48944  11.48944  11.48944  11.48944  11.48944
   9.60000  11.55923  11.55923  11.55923  11.55923  11.55923
   9.68000  11.63941  11.63941  11.63941  11.63941  11.63941
