   6.00000   6.19823   6.19823   6.19823   6.19823   6.19823
   6.08000   6.22473   6.22473   6.22473   6.22473   6.22473
   6.16000   6.25226   6.25226   6.25226   6.25226   6.25226
   6.24000   6.29235   6.29235   6.29235   6.29235   6.29235
   6.32000   6.34071   6.34071   6.34071   6.34071   6.34071
   6.40000   6.40378   6.40378   6.40378   6.40378   6.40378
   6.48000   6.47984   6.47984   6.47984   6.47984   6.47984
   6.56000   6.56177   6.56177   6.56177   6.56177   6.56177
   6.64000   6.64409   6.64409   6.64409   6.64409   6.64409
   6.72000   6.72520   6.72520   6.72520   6.72520   6.72520
   6.80000   6.80518   6.80518   6.80518   6.80518   6.80518
   6.88000   6.88442   6.88442   6.88442   6.88442   6.88442
   6.96000   6.96328   6.96328   6.96328   6.96328   6.96328
   7.04000   7.04280   7.04280   7.04280   7.04280   7.04280
   7.12000   7.12286   7.12286   7.12286   7.12286   7.12286
   7.20000   7.20278   7.20278   7.20278   7.20278   7.20278
   7.28000   7.28174   7.28174   7.28174   7.28174   7.28174
   7.36000   7.36063   7.36063   7.36063   7.36063   7.36063
   7.44000   7.44005   7.44005   7.44005   7.44005   7.44005
   7.52000   7.52025   7.52025   7.52025   7.52025   7.52025
   7.60000   7.60115   7.60115   7.60115   7.60115   7.60115
   7.68000   7.68360   7.68360   7.68360   7.68360   7.68360
   7.76000   7.76841   7.76841   7.76841   7.76841   7.76841
   7.84000   7.85693   7.85693   7.85693   7.85693   7.85693
   7.92000   7.93982   7.93982   7.93982   7.93982   7.93982
   8.00000   8.01886   8.01886   8.01886   8.01886   8.01886
   8.08000   8.09916   8.09916   8.09916   8.09916   8.09916
   8.16000   8.17942   8.17942   8.17942   8.17942   8.17942
   8.24000   8.24471   8.24471   8.24471   8.24471   8.24471
   8.32000   8.32241   8.32241   8.32241   8.32241   8.32241
   8.40000   8.40041   8.40041   8.40041   8.40041   8.40041
   8.48000   8.47695   8.47695   8.47695   8.47695   8.47695
   8.56000   8.55648   8.55648   8.55648   8.55648   8.55648
   8.64000   8.64028   8.64028   8.64028   8.64028   8.64028
   8.72000   8.72359   8.72359   8.72359   8.72359   8.72359
   8.80000   8.80726   8.80726   8.80726   8.80726   8.80726
   8.88000   8.89065   8.89065   8.89065   8.89065   8.89065
   8.96000   8.97170   8.97170   8.97170   8.97170   8.97170
   9.04000   9.04973   9.04973   9.04973   9.04973   9.04973
   9.12000   9.12886   9.12886   9.12886   9.12886   9.12886
   9.20000   9.20908   9.20908   9.20908   9.20908   9.20908
   9.28000   9.28840   9.28840   9.28840   9.28840   9.28840
   9.36000   9.36579   9.36579   9.36579   9.36579   9.36579
   9.44000   9.44398   9.44398   9.44398   9.44398   9.44398
   9.52000   9.52231   9.52231   9.52231   9.52231   9.52231
   9.60000   9.60413   9.60413   9.60413   9.60413   9.60413
   9.68000   9.68783   9.68783   9.68783   9.68783   9.68783
   9.76000   9.77242   9.77242   9.77242   9.77242   9.77242
   9.84000   9.85664   9.85664   9.85664   9.85664   9.85664
   9.92000   9.93832   9.93832   9.93832   9.93832   9.93832
  10.00000  10.02109  10.02109  10.02109  10.02109  10.02109
  10.08000  10.10555  10.10555  10.10555  10.10555  10.10555
  10.16000  10.19035  10.19035  10.19035  10.19035  10.19035
  10.24000  10.27898  10.27898  10.27898  10.27898  10.27898
  10.32000  10.36710  10.36710  10.36710  10.36710  10.36710
  10.40000  10.45524  10.45524  10.45524  10.45524  10.45524
  10.48000  10.54593  10.54593  10.54593  10.54593  10.54593
  10.56000  10.63494  10.63494  10.63494  10.63494  10.63494
  10.64000  10.72668  10.72668  10.72668  10.72668  10.72668
  10.72000  10.81643  10.81643  10.81643  10.81643  10.81643
  10.80000  10.90993  10.90993  10.90993  10.90993  10.90993
  10.88000  11.00613  11.00613  11.00613  11.00613  11.00613
  10.96000  11.11124  11.11124  11.11124  11.11124  11.11124
  11.04000  11.20949  11.20949  11.20949  11.20949  11.20949
  11.12000  11.30006  11.30006  11.30006  11.30006  11.30006
  11.20000  11.36661  11.36661  11.36661  11.36661  11.36661
  11.28000  11.44155  11.44155  11.44155  11.44155  11.44155
  11.36000  11.49988  11.49988  11.49988  11.49988  11.49988
  11.44000  11.55086  11.55086  11.55086  11.55086  11.55086
  11.52000  11.56479  11.56479  11.56479  11.56479  11.56479
  11.60000  11.62197  11.62197  11.62197  11.62197  11.62197
  11.68000  11.72885  11.72885  11.72885  11.72885  11.72885
  11.76000  11.81150  11.81150  11.81150  11.81150  11.81150
  11.84000  11.86863  11.86863  11.86863  11.86863  11.86863
  11.92000  11.96983  11.96983  11.96983  11.96983  11.96983
  12.00000  12.24641  12.24641  12.24641  12.24641  12.24641
  12.08000  12.24641  12.24641  12.24641  12.24641  12.24641
  12.16000  12.24641  12.24641  12.24641  12.24641  12.24641
